Genus	Basepaws_WGS1_Kraken2.kreport	Basepaws_WGS2_Kraken2.kreport	Bristle1_Kraken2.kreport	Kean5_Kraken2.kreport	Kean6a_Kraken2.kreport	Kean6b_Kraken2.kreport	Nebula_lcWGS_Kraken2.kreport	Ombre5_Kraken2.kreport	Ombre6_Kraken2.kreport	PetQCheck1_Kraken2.kreport	PetQCheck2_Kraken2.kreport	PetQCheck3_Kraken2.kreport	PetQCheck4_Kraken2.kreport	Psomagen1a_Kraken2.kreport	Psomagen1b_Kraken2.kreport	Psomagen2_Kraken2.kreport	Psomagen3_Kraken2.kreport	Psomagen4_Kraken2.kreport	SequencingDotCom_WGS_Kraken2.kreport	thryve2_Kraken2.kreport	thryve3a_Kraken2.kreport	thryve3b_Kraken2.kreport	thryve4_Kraken2.kreport	uBiome_Fecal2013_Kraken2.kreport	uBiome_Fecal2014_Kraken2.kreport	uBiome_Fecal2019_Kraken2.kreport	uBiome_Oral2014_Kraken2.kreport	uBiome_Oral2019_Kraken2.kreport	Veritas_WGS_Kraken2.kreport
Rivularia	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	13
Microchaete	151	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	23
Scytonema	535	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	8
Fischerella	431	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	26
Gloeothece	469	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0
Crocosphaera	237	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
CandidatusAtelocyanobacterium	206	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Halothece	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Euhalothece	70	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
Rippkaea	167	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0
Geminocystis	785	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
Chondrocystis	312	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Gloeocapsa	157	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Microcystis	574	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
Cyanobacterium	188	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0
Trichodesmium	435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
Microcoleus	220	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
Planktothrix	134	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	0	0	0	0	0	0	0
Arthrospira	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnospira	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moorea	339	0	4	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Oscillatoria	280	0	0	1	18	0	6	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0
Crinalium	184	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0
Cyanothece	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Geitlerinema	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Synechococcus	1249	23472	13	7	49	495	13	0	0	1	1	1	0	3	355	391	878	1007	174	2	1	0	0	2	0	0	0	2	106
Gemykibivirus	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plasmavirus	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inovirus	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Whispovirus	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globulovirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ampullavirus	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mavirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CandidatusTremblaya	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frederiksenia	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga	0	10442005	1189	0	10	1312	589	0	0	0	1	0	0	1	1826	1843	1293	524	131137	0	0	1	0	0	0	1	20	383	0
Chryseobacterium	0	529775	115	6	65	2951	91	0	0	25	31	50	9	4	3694	3838	2142	1783	3865	0	0	0	0	0	0	0	0	6	0
Flavobacterium	0	110713	49	0	20	1373	60	0	0	1	0	1	0	3	1676	1692	1062	1034	1385	0	0	0	0	3	0	0	0	2	0
Riemerella	0	68914	14	0	1	165	6	0	0	0	0	0	0	0	191	186	63	61	495	0	0	0	0	0	0	0	13	709	0
Elizabethkingia	0	60991	35	0	0	112	32	0	0	0	0	0	0	0	80	148	87	134	819	0	0	0	0	0	0	0	0	1	0
Cloacibacterium	0	33292	15	1	1	3	6	0	0	0	0	0	0	0	8	7	4	6	442	0	0	0	0	0	0	0	0	0	0
Bergeyella	0	28341	11	0	0	0	5	0	0	0	0	0	0	0	0	1	3	12	698	0	0	0	0	0	0	0	0	1	0
Polaribacter	0	23795	17	0	0	535	3	0	0	0	0	0	0	0	497	461	201	211	469	0	0	0	0	1	0	0	0	0	0
Nonlabens	0	20830	4	0	0	224	4	0	0	0	0	0	0	0	212	264	193	163	222	0	0	0	0	0	0	0	0	0	0
Tenacibaculum	0	20021	6	1	3	95	11	0	0	1	1	2	0	0	83	96	116	1422	280	0	0	0	0	0	0	0	0	0	0
Myroides	0	17152	11	0	8	452	12	0	0	0	0	0	0	1	615	586	406	160	302	1	1	0	0	0	0	1	0	3	0
Formosa	0	14905	10	0	0	33	8	0	0	0	0	0	0	0	49	72	91	86	160	0	0	0	0	0	0	0	0	0	0
Maribacter	0	14484	11	0	0	188	6	0	0	0	0	0	0	0	227	256	212	76	142	0	0	0	0	0	0	0	0	0	0
Ornithobacterium	0	13855	5	0	0	54	0	0	0	0	0	0	0	0	108	126	186	54	161	0	0	0	0	0	0	0	0	0	0
Gramella	0	13439	0	1	20	420	1	0	0	0	0	0	1	5	522	585	487	161	175	0	0	0	0	0	0	0	0	11	0
Dokdonia	0	12371	6	0	1	20	6	0	0	0	0	0	0	0	33	39	24	45	127	0	0	0	0	0	0	0	0	0	0
Aquimarina	0	11815	3	0	1	39	3	0	0	0	0	0	0	0	45	29	40	151	142	0	0	0	0	0	0	0	0	0	0
Cellulophaga	0	11251	10	0	2	57	3	0	0	0	0	0	0	0	55	99	83	60	244	0	0	0	0	0	0	0	0	0	0
Aequorivita	0	10151	2	2	16	16	5	0	0	0	0	0	0	1	6	6	8	121	80	1	0	0	0	1	1	2	1	7	0
Winogradskyella	0	9915	2	0	0	50	1	0	0	0	0	0	1	0	39	40	50	157	120	0	0	0	0	0	0	0	0	0	0
Lacinutrix	0	9409	1	0	0	20	1	0	0	0	0	0	0	0	34	19	43	33	223	0	0	0	0	0	0	0	0	0	0
Algibacter	0	8625	4	0	0	179	1	0	0	0	0	0	0	0	201	205	141	185	124	0	0	0	0	0	0	0	0	0	0
Kordia	0	8189	2	1	5	216	1	0	0	0	0	0	0	6	245	210	83	69	83	0	0	0	0	0	0	0	0	0	0
Salegentibacter	0	6234	1	0	0	10	0	0	0	0	0	0	0	0	15	23	16	7	51	0	0	0	0	0	0	0	0	0	0
Antarcticibacterium	0	6030	5	0	2	16	0	0	0	0	0	0	0	0	24	43	18	10	69	0	0	0	0	0	0	0	0	0	0
Muricauda	0	5398	1	0	1	315	1	0	0	0	0	0	0	0	520	490	370	88	65	0	0	0	0	0	0	0	0	0	0
Psychroflexus	0	5011	0	0	0	1	0	0	0	0	0	0	0	0	2	5	4	18	20	0	0	0	0	0	0	0	0	0	0
Empedobacter	0	4728	6	19	117	190	16	6	1	0	2	0	1	21	214	266	218	27	33	2	5	4	1	8	1	7	0	5	0
Lutibacter	0	4715	1	0	0	12	0	0	0	0	0	0	0	0	9	9	6	4	42	0	0	0	0	0	0	0	0	0	0
Apibacter	0	4586	0	0	0	6	0	0	0	0	0	0	0	0	5	100	7	8	40	0	0	0	0	0	0	0	0	0	0
Euzebyella	0	4565	1	1	0	248	0	0	0	0	0	0	0	0	345	401	385	89	23	0	0	0	0	0	0	0	0	0	0
Seonamhaeicola	0	3812	3	0	0	8	0	0	0	0	0	0	0	0	10	9	3	13	29	0	0	0	0	0	0	0	0	0	0
Croceibacter	0	3720	4	0	0	3	3	0	0	0	0	0	0	0	14	19	9	7	79	0	0	0	0	2	0	0	0	0	0
Zunongwangia	0	3676	3	0	0	8	0	0	0	0	0	0	0	0	11	26	5	24	80	0	0	0	0	0	0	0	0	0	0
Mariniflexile	0	3442	2	0	0	11	1	0	0	0	0	0	0	0	9	10	5	16	51	0	0	0	0	0	0	0	0	0	0
Robiginitalea	0	3252	3	1	0	54	6	0	0	0	0	0	0	0	55	54	83	40	21	0	0	0	0	0	0	0	0	0	0
Urechidicola	0	3137	1	0	0	8	3	0	0	0	0	0	0	0	2	5	4	2	81	0	0	0	0	0	0	0	0	0	0
Arenibacter	0	3047	1	0	0	8	0	0	0	0	0	0	0	0	19	24	17	27	35	0	0	0	0	0	0	0	0	0	0
Zobellia	0	2731	1	0	0	303	2	0	0	0	0	0	0	0	354	359	239	56	62	0	0	0	0	0	0	0	0	0	0
Gillisia	0	2696	0	0	0	6	1	0	0	0	0	0	0	0	5	4	7	11	15	0	0	0	0	0	0	0	0	0	0
Gilvibacter	0	2582	4	0	0	33	7	0	0	0	0	0	0	0	23	35	10	14	87	0	0	0	0	0	0	0	0	0	0
Tamlana	0	2484	1	0	0	7	3	0	0	0	0	0	0	0	3	9	1	2	61	0	0	0	0	0	0	0	0	0	0
Olleya	0	2225	3	0	0	7	1	0	0	0	0	0	0	0	14	8	17	28	76	0	0	0	0	0	0	0	0	0	0
Weeksella	0	2001	3	0	0	2	4	0	0	0	0	0	0	0	2	13	8	6	52	0	0	0	0	0	0	0	0	0	0
Flagellimonas	0	1998	2	0	0	130	1	0	0	0	0	0	0	0	189	178	57	27	24	0	0	0	0	0	0	0	0	0	0
Siansivirga	0	1976	2	0	0	16	1	0	0	0	0	0	0	0	17	13	38	10	7	0	0	0	0	0	0	0	0	0	0
Changchengzhania	0	1958	1	0	0	7	0	0	0	0	0	0	0	0	3	7	6	12	16	0	0	0	0	0	0	0	0	0	0
Wenyingzhuangia	0	1945	3	0	0	6	2	0	0	0	0	0	0	0	6	23	7	9	76	0	0	0	0	0	0	0	0	0	0
Muriicola	0	1822	0	0	2	180	1	0	0	0	0	0	0	0	251	265	244	49	39	0	0	0	0	0	0	0	0	0	0
Aureitalea	0	1696	0	0	0	13	0	0	0	0	0	0	0	0	24	23	22	16	20	0	0	0	0	0	0	0	0	0	0
Flavivirga	0	1608	2	0	0	4	9	0	0	0	0	0	0	0	13	20	11	5	80	0	0	0	0	0	0	0	0	0	0
Sediminicola	0	1551	2	1	3	3	6	0	0	0	0	0	0	3	7	5	10	6	95	0	0	0	0	0	0	0	0	0	0
Marinirhabdus	0	1335	1	0	0	67	1	0	0	0	0	0	0	0	79	91	82	24	30	0	0	0	0	0	0	0	0	0	0
Psychroserpens	0	1139	1	0	0	25	0	0	0	0	0	0	0	0	13	19	22	39	35	0	0	0	0	0	0	0	0	0	0
Oceanihabitans	0	1012	0	0	0	5	0	0	0	0	0	0	0	0	10	20	7	36	7	0	0	0	0	0	0	0	0	0	0
Blattabacterium	0	7216	2	0	3	7	1	0	0	0	1	0	0	0	9	21	9	34	97	0	0	0	0	0	0	0	0	0	0
Owenweeksia	0	3943	9	0	1	99	4	0	0	0	0	0	0	0	124	169	122	32	72	0	0	0	0	0	0	0	0	0	0
Ichthyobacterium	0	2611	0	0	0	0	0	0	0	0	0	0	0	0	3	18	1	0	3	0	0	0	0	0	0	0	0	0	0
Fluviicola	0	2454	0	0	0	132	0	0	0	0	0	0	0	0	180	117	98	76	24	0	0	0	0	0	0	0	0	0	0
CandidatusSulcia	0	771	0	18	120	5	2	1	0	0	0	0	0	12	1	3	0	3	32	0	0	2	2	2	1	2	0	1	0
CandidatusWalczuchella	0	136	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	15	0	0	0	0	0	0	0	0	0	0
Tannerella	0	5001944	189	10	74	8455	668	1	1	0	0	0	0	4	13957	12307	7855	2984	618	0	0	1	1	0	0	1	5	30	0
Parabacteroides	0	34110	11	1822	8684	44361	24	6	2	566	727	516	139	1316	64200	94974	45093	24919	102	5	3	0	0	28	4	1	0	9	0
Porphyromonas	0	2523674	219	733	135	1138	299	33	1	3	0	2	0	15	1623	1879	1509	888	1203	1	6	8	2	114	174	923	2	6	0
Petrimonas	0	11932	4	871	19	963	13	0	0	0	0	6	4	2	1111	1166	832	366	23	0	0	0	0	0	0	0	0	12	0
Fermentimonas	0	5364	0	4	13	45	0	0	0	0	0	0	1	2	21	61	18	34	30	0	0	0	0	0	0	0	0	0	0
Bacteroides	0	441090	203	229445	1096452	3559268	353	17916	10318	6609	5959	8329	2634	151847	6321819	4477883	3657101	2402626	3066	29273	18832	19430	3760	72931	12218	36633	10	1811	0
Prevotella	0	302963	14572	2160	261	8643	18546	284	8	12920	19032	8771	11837	64	11041	11073	7766	3716	188083	18	26	37	11	135	232	2675	956	71359	0
Paraprevotella	0	8475	9	6	41	8354	15	0	0	18	41	12	7	9	10217	8914	8976	5610	36	0	2	0	0	3	2	0	0	0	0
Alloprevotella	0	7907	27	61	131	549	62	13	3	8	10	6	22	38	898	865	1278	427	74	13	8	15	0	14	3	14	51	8615	0
Alistipes	0	31313	29	8707	123457	810638	78	668	840	40	22	60	22	14327	801916	1053276	2305802	3836846	342	1740	2068	2642	3057	4580	723	3992	1	1	0
Mucinivorans	0	8897	7	9	157	184	3	0	0	0	0	0	0	22	215	269	242	69	13	0	0	0	0	0	0	0	0	0	0
Muribaculum	0	22000	14	9	56	3327	42	0	0	4	2	1	1	10	5946	4940	3388	1808	184	1	1	0	0	4	0	1	14	58	0
Duncaniella	0	5215	12	0	0	2109	22	0	0	0	0	0	0	0	3247	3348	2214	970	41	0	0	0	0	1	0	0	0	0	0
Paludibacter	0	18997	3	5	34	336	2	0	0	1	0	0	0	4	447	516	206	121	36	0	0	2	0	2	0	0	0	0	0
Odoribacter	0	9174	6	975	14886	49367	15	63	85	233	143	465	97	2728	80753	49279	27609	41371	63	145	119	103	62	1119	346	330	0	0	0
Butyricimonas	0	7674	1	2090	18478	27738	10	101	80	2	2	6	3	2148	35862	24602	31065	40317	11	128	106	108	114	11	3	940	0	21	0
Barnesiella	0	12194	14	0	1	5321	22	0	0	30	45	45	6	0	9975	7620	7472	3299	41	1	0	2	1	3420	664	0	0	0	0
Proteiniphilum	0	8905	5	1	86	670	6	1	0	0	0	0	0	4	931	1030	710	209	78	3	2	6	0	2	0	1	0	1	0
CandidatusAzobacteroides	0	2065	1	2	8	15	7	0	0	0	0	0	0	2	13	11	21	22	43	0	0	0	1	0	0	5	0	6	0
Draconibacterium	0	10800	6	0	0	654	15	0	0	0	0	0	0	0	808	878	782	186	34	0	0	0	0	0	0	0	0	0	0
Alkalitalea	0	5369	4	0	38	49	4	1	0	0	0	0	0	7	68	81	76	43	13	1	5	2	0	3	0	0	0	0	0
Labilibaculum	0	5211	4	0	16	496	2	0	0	1	0	0	0	1	572	650	339	101	61	0	1	0	0	0	0	0	2	10	0
Salinivirga	0	1999	0	4	25	212	0	0	0	1	0	0	0	2	240	270	123	50	39	0	0	0	0	0	0	0	0	0	0
Hymenobacter	0	29065	12	3	12	2040	44	0	6	0	0	0	0	0	2523	2731	3155	1496	151	1	0	0	1	5	1	0	0	2	0
Pontibacter	0	13267	8	9	21	991	18	0	0	0	3	6	1	5	1254	1128	1146	839	127	0	1	0	0	7	1	2	0	10	0
Rufibacter	0	6225	3	0	0	224	8	0	0	0	0	0	0	0	212	253	259	346	66	0	0	0	0	0	0	0	0	0	0
Nibribacter	0	1607	1	0	0	29	1	0	0	0	0	0	0	0	21	19	29	22	15	0	0	0	0	0	0	0	0	0	0
Spirosoma	0	17111	19	631	2347	745	23	4	1	25	5	6	4	650	907	950	639	467	146	0	1	1	1	4649	717	385	1	48	0
Dyadobacter	0	6870	1	0	0	343	3	0	0	0	0	0	0	0	433	500	454	116	28	0	0	0	0	0	0	0	0	0	0
Runella	0	4283	9	0	2	172	6	0	0	0	0	0	0	2	216	187	107	57	36	0	0	0	0	0	0	1	0	1	0
Fibrella	0	4005	2	0	1	363	2	0	0	1	6	9	3	0	454	515	327	147	60	0	0	0	0	1	0	0	0	0	0
Rhodocytophaga	0	3802	0	0	0	186	2	0	0	0	0	0	0	0	287	335	199	65	27	0	0	0	0	0	0	0	0	0	0
Leadbetterella	0	2592	3	0	0	13	5	0	0	0	0	0	0	0	12	19	9	5	14	0	0	0	0	0	0	0	0	0	0
Cytophaga	0	2395	7	0	2	184	7	0	0	0	0	0	0	0	240	254	244	59	348	0	0	0	0	0	0	1	0	0	0
Allopseudarcicella	0	2255	0	5	23	4	0	0	0	0	0	0	0	1	0	13	8	2	3	1	1	0	0	4	0	0	0	0	0
Arcticibacterium	0	1852	3	0	0	3	2	0	0	0	0	0	0	0	9	4	11	6	71	0	0	0	0	0	0	0	0	1	0
Fibrisoma	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Echinicola	0	11969	2	0	4	712	6	0	0	0	0	0	0	0	924	899	537	245	138	0	0	0	0	0	0	1	0	2	0
Cyclobacterium	0	6345	0	0	6	158	2	0	0	0	0	0	0	1	194	211	117	44	38	0	0	0	0	0	0	0	0	1	0
Aquiflexum	0	3269	2	0	0	169	2	0	0	0	0	0	0	0	253	230	132	42	43	0	0	0	0	0	0	0	0	1	0
Belliella	0	2248	0	1	0	4	0	0	0	0	0	0	0	0	6	9	3	9	20	0	0	0	0	0	0	0	0	0	0
Algoriphagus	0	2073	3	3	108	149	1	1	1	0	0	0	0	1	199	244	256	71	45	0	1	3	10	13	3	0	0	0	0
CandidatusAmoebophilus	0	10726	1	4	52	3	3	0	2	0	0	0	0	3	1	1	0	0	10	3	1	1	1	71	8	0	0	0	0
CandidatusCardinium	0	1897	1	2	83	19	0	0	1	1	3	2	0	7	29	25	8	4	11	0	0	0	1	1	1	1	0	0	0
Flammeovirga	0	5203	7	6	72	295	7	0	0	0	0	0	0	175	396	397	159	105	83	0	0	0	2	5	1	0	3	25	0
Marivirga	0	2827	1	0	0	65	1	0	0	0	0	0	0	0	62	37	47	52	26	0	0	0	0	0	0	0	0	0	0
Fabibacter	0	1718	0	0	1	7	0	0	0	0	0	0	0	0	5	8	13	2	12	0	0	0	0	0	0	0	0	0	0
Chryseolinea	0	3499	1	0	0	581	4	0	0	0	0	0	0	0	796	833	606	219	41	0	0	0	0	0	0	0	0	0	0
Bernardetia	0	3687	1	11	71	6	7	1	0	1	1	1	1	8	9	14	6	14	42	0	1	2	0	12	0	5	0	0	0
Persicobacter	0	1226	2	0	0	43	0	0	0	0	0	0	0	0	61	77	29	10	3	0	0	0	0	0	0	0	0	0	0
Microscilla	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	0	35526	29	1	4	1308	25	0	0	0	0	0	0	1	1815	1994	990	517	485	1	0	1	0	2	0	2	0	1	0
Mucilaginibacter	0	25763	19	0	3	2060	38	1	0	0	0	0	0	0	2603	2786	1862	720	209	0	0	1	0	1	1	0	0	2	0
Pedobacter	0	22802	13	0	0	1280	9	0	0	0	0	0	0	0	1655	1645	934	545	299	0	0	0	0	0	0	0	0	0	0
Solitalea	0	3532	1	0	0	15	0	0	0	0	0	0	0	1	24	33	15	26	43	1	0	0	0	0	0	0	0	0	0
Anseongella	0	2410	1	0	1	157	2	0	0	0	0	0	0	0	218	195	68	62	5	0	0	0	0	0	0	0	0	0	0
Pseudopedobacter	0	1679	2	8	21	230	1	0	0	3	3	5	13	10	296	293	120	41	23	0	0	0	0	10	2	0	1	51	0
Olivibacter	0	767	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	160	41	0	0	0	0	0	0	0	0	0	0
Chitinophaga	0	20665	5	1	16	1529	14	1	0	0	0	0	0	4	1912	2091	1385	627	180	1	0	0	0	1	0	2	0	0	0
Arachidicoccus	0	6613	10	2	14	184	6	0	0	0	0	0	0	4	230	329	161	292	117	0	0	0	0	0	0	0	0	0	0
Flavisolibacter	0	5379	3	5	50	232	1	2	0	0	0	0	0	4	299	268	130	142	65	0	1	1	0	1	0	19	0	9	0
Niabella	0	5117	2	76	534	80	3	13	8	7	2	7	5	105	53	60	93	120	47	14	14	29	9	554	22	28	0	10	0
Panacibacter	0	3395	0	0	0	111	2	0	0	0	0	0	0	0	178	172	96	23	17	0	0	0	0	0	0	0	0	0	0
Paraflavitalea	0	2739	2	0	1	110	8	0	0	0	0	0	0	0	128	134	139	68	31	0	0	1	0	0	0	0	0	0	0
Flavihumibacter	0	2227	0	1	9	6	2	0	0	0	0	0	0	0	9	31	16	26	17	0	0	0	0	0	0	0	0	0	0
Filimonas	0	2225	0	0	0	31	1	0	0	0	0	0	0	0	19	19	12	29	64	0	0	0	0	0	0	0	0	0	0
Niastella	0	1593	0	0	0	204	0	0	0	0	0	0	0	0	245	256	187	103	2	0	0	0	0	0	0	0	0	0	0
Pseudobacter	0	1394	0	0	0	255	1	0	0	0	0	0	0	0	355	407	353	110	30	0	0	0	0	0	0	0	0	1	0
Rhodothermus	0	5441	0	7	41	105	1	0	6	0	0	1	0	5	74	90	136	147	9	0	2	0	2	0	1	2	0	0	0
Salinibacter	0	1911	1	0	0	57	0	0	0	0	0	0	0	0	99	115	198	129	44	0	0	0	0	0	0	0	0	0	0
Haliscomenobacter	0	4642	3	0	19	31	0	0	0	0	0	0	0	1	15	31	15	55	26	0	0	0	0	3	1	0	0	0	0
Saprospira	0	734	0	0	0	6	2	0	0	0	0	0	0	0	11	5	14	109	5	0	0	0	0	0	0	0	0	0	0
Chlorobium	0	9163	5	0	0	261	3	0	0	0	0	0	0	0	294	367	291	228	57	0	0	0	0	0	0	0	0	0	0
Pelodictyon	0	1205	0	0	0	100	1	0	0	0	0	0	0	0	62	69	194	185	6	0	0	0	0	0	0	0	0	0	0
Chlorobaculum	0	7258	1	0	2	159	6	0	0	0	0	0	0	0	138	167	287	254	11	0	0	0	0	0	0	0	0	0	0
Prosthecochloris	0	5425	1	0	18	262	1	0	0	0	0	0	0	0	335	350	268	140	9	0	0	0	0	9	0	0	0	0	0
Chloroherpeton	0	1348	0	0	5	32	0	0	0	0	0	0	0	2	25	14	29	25	9	0	0	0	0	0	0	1	0	1	0
CandidatusCyclonatronum	0	2141	1	1	3	19	0	0	0	0	0	0	1	0	10	19	29	31	3	0	0	0	0	0	0	0	0	0	0
Ignavibacterium	0	888	0	0	6	10	3	0	0	0	0	0	1	2	1	8	11	18	18	0	0	0	0	0	0	0	0	2	0
Melioribacter	0	461	1	605	1375	27	0	166	28	1	0	0	0	205	16	16	21	27	15	146	168	155	27	1005	198	302	0	1	0
Gemmatimonas	0	4032	0	1	13	188	1	0	0	0	0	1	0	2	273	254	213	77	3	0	0	0	0	1	0	2	0	2	0
Gemmatirosa	0	3209	0	2	9	95	0	2	1	0	0	0	0	1	47	84	160	119	17	0	1	0	0	4	0	0	0	0	0
Fibrobacter	0	1986	1	24	118	226	3	4	1	6	3	18	2	30	275	268	219	206	67	4	6	8	1	57	11	5	0	1	0
CandidatusCloacimonas	0	1060	0	1	8	5	0	1	0	3	0	1	0	0	32	24	23	7	19	1	1	0	1	1	0	1	0	1	0
Sulfobacillus	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Alphamononivirus	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiruvirus	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Torovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphamesonivirus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Okavirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Potyvirus	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bymovirus	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavivirus	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pestivirus	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orbivirus	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rotavirus	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Seadornavirus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypovirus	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fijivirus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquareovirus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coltivirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoreovirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tymovirus	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marafivirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
